Equipe,Jogador,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Seattle,Obed Vargas,18,USA,DM,18-336,85,0,1,0,0,1,0,0,0,62,1,3,2,0.1,0.1,0.1,3,1,42,48,"87,5",1,42,1,1,0,2024-07-06
Seattle,Joshua Atencio,8,USA,DM,22-157,5,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,2,0,0,0,2024-07-06
Seattle,Nouhou Tolo,5,CMR,LB,27-013,90,0,0,0,0,2,0,0,0,83,1,4,1,0.1,0.1,0.0,3,0,63,74,"85,1",7,68,4,1,0,2024-07-06
Seattle,Jackson Ragen,25,USA,CB,25-286,90,0,0,0,0,0,0,0,0,65,1,1,1,0.0,0.0,0.1,1,0,53,56,"94,6",2,52,0,1,1,2024-07-06
Seattle,Yeimar Gómez Andrade,28,COL,CB,32-006,90,0,0,0,0,1,1,0,0,97,1,2,3,0.1,0.1,0.0,2,0,69,80,"86,3",9,70,0,0,0,2024-07-06
Seattle,Cristian Roldan,7,USA,"RB,DM",29-033,90,0,0,0,0,0,0,0,0,86,1,1,1,0.0,0.0,0.0,2,0,68,73,"93,2",10,59,2,1,0,2024-07-06
Seattle,Stefan Frei,24,SUI,GK,38-077,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,26,33,"78,8",0,22,0,0,0,2024-07-06
NE Revolution,Giacomo Vrioni,9,ALB,FW,25-265,86,0,0,0,0,4,2,0,0,19,0,0,0,0.5,0.5,0.0,1,0,6,10,"60,0",0,11,1,0,0,2024-07-06
NE Revolution,Bobby Wood,17,USA,FW,31-234,4,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,0,0,0,0,2024-07-06
NE Revolution,Jack Panayotou,22,USA,LW,20-031,67,0,0,0,0,0,0,0,0,27,0,0,1,0.0,0.0,0.0,1,0,17,25,"68,0",4,15,1,1,1,2024-07-06
NE Revolution,Thomas McNamara,26,USA,LW,33-151,23,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,11,12,"91,7",2,8,1,1,0,2024-07-06
NE Revolution,Noel Buck,29,ENG,RW,19-092,86,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,0,0,22,25,"88,0",5,19,2,0,0,2024-07-06
NE Revolution,Marcos Dias,39,BRA,RW,22-219,4,0,0,0,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,1,0,1,1,"100,0",0,1,0,0,0,2024-07-06
NE Revolution,Esmir Bajraktarevic,47,USA,AM,19-118,90,0,0,0,0,2,1,0,0,62,0,0,2,0.1,0.1,0.1,8,0,34,51,"66,7",4,41,4,5,4,2024-07-06
NE Revolution,Matt Polster,8,USA,DM,31-028,90,0,0,0,0,0,0,1,0,78,1,0,0,0.0,0.0,0.0,0,0,74,76,"97,4",5,51,0,0,0,2024-07-06
NE Revolution,Ian Harkes,14,USA,DM,29-098,90,0,0,0,0,2,1,0,0,65,4,0,0,0.1,0.1,0.0,0,0,49,57,"86,0",8,45,2,0,0,2024-07-06
NE Revolution,DeJuan Jones,24,USA,"LB,RB",27-012,90,0,0,0,0,0,0,0,0,75,2,3,1,0.0,0.0,0.0,5,0,53,67,"79,1",6,50,6,3,2,2024-07-06
NE Revolution,David Romney,2,USA,CB,31-024,90,0,0,0,0,0,0,0,0,69,2,2,3,0.0,0.0,0.0,0,0,46,52,"88,5",1,37,0,0,0,2024-07-06
NE Revolution,Xavier Arreaga,3,ECU,CB,29-282,86,0,0,0,0,1,0,1,0,54,2,2,0,0.0,0.0,0.0,0,0,38,45,"84,4",0,40,0,1,1,2024-07-06
Seattle,Xavier Arreaga,3,ECU,CB,29-282,86,0,0,0,0,1,0,1,0,54,2,2,0,0.0,0.0,0.0,0,0,38,45,"84,4",0,40,0,1,1,2024-07-06
NE Revolution,Henry Kessler,4,USA,CB,26-011,4,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,8,9,"88,9",0,6,0,0,0,2024-07-06
St. Louis,Henry Kessler,4,USA,CB,26-011,4,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,8,9,"88,9",0,6,0,0,0,2024-07-06
NE Revolution,Brandon Bye,15,USA,RB,28-220,60,0,0,0,0,0,0,0,0,53,0,2,2,0.0,0.0,0.0,0,0,32,44,"72,7",3,27,1,0,0,2024-07-06
NE Revolution,Ryan Spaulding,34,USA,LB,25-300,30,0,0,0,0,0,0,0,0,15,1,2,0,0.0,0.0,0.0,0,0,5,10,"50,0",1,8,1,0,0,2024-07-06
NE Revolution,Aljaž Ivačič,31,SVN,GK,30-190,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,19,27,"70,4",0,16,0,0,0,2024-07-06
RSL,Cristian Arango,9,COL,FW,29-119,90,1,0,0,0,2,1,0,0,43,0,0,0,0.1,0.1,0.1,3,2,27,38,"71,1",3,30,1,1,0,2024-07-06
RSL,Diego Luna,8,USA,LW,20-303,90,1,3,0,0,2,2,1,0,62,0,0,3,0.2,0.2,0.5,6,3,39,46,"84,8",2,38,3,4,4,2024-07-06
RSL,Carlos Gómez,11,COL,RW,21-298,78,0,0,0,0,1,0,0,0,44,1,1,1,0.1,0.1,0.0,1,1,22,32,"68,8",3,35,3,4,3,2024-07-06
RSL,Maikel Chang,16,CUB,RW,33-079,12,0,1,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.1,1,1,6,6,"100,0",1,3,1,0,0,2024-07-06
RSL,Matt Crooks,25,ENG,AM,30-168,66,1,0,0,0,2,1,0,0,35,1,3,1,0.4,0.4,0.0,0,0,22,27,"81,5",2,19,2,3,2,2024-07-06
RSL,Anderson Julio,29,ECU,AM,28-036,24,0,0,0,0,2,0,0,0,8,0,0,0,0.6,0.6,0.0,1,0,3,4,"75,0",0,8,2,2,1,2024-07-06
RSL,Emeka Eneli,14,USA,DM,24-262,45,0,0,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.0,0,0,25,27,"92,6",2,20,0,2,0,2024-07-06
RSL,Nelson Palacio,13,COL,DM,23-020,45,0,0,0,0,0,0,0,0,50,1,2,0,0.0,0.0,0.0,0,0,41,41,"100,0",4,36,0,2,1,2024-07-06
RSL,Braian Ojeda,6,PAR,DM,24-009,90,1,0,0,0,2,1,0,0,94,2,3,0,0.3,0.3,0.5,2,1,80,82,"97,6",5,52,1,2,1,2024-07-06
RSL,Alexandros Katranis,98,GRE,LB,26-063,90,1,0,0,0,1,1,0,0,71,2,0,1,0.0,0.0,0.1,3,0,56,64,"87,5",3,37,2,1,1,2024-07-06
RSL,Brayan Vera,4,COL,CB,25-173,66,0,0,0,0,0,0,0,0,67,0,1,1,0.0,0.0,0.0,0,0,57,64,"89,1",2,54,0,0,0,2024-07-06
RSL,Bryan Oviedo,3,CRC,CB,34-139,24,0,0,0,0,0,0,0,0,24,0,1,0,0.0,0.0,0.0,0,0,21,23,"91,3",1,14,0,0,0,2024-07-06
RSL,Bode Davis,19,USA,CB,22-135,90,0,0,0,0,0,0,0,0,103,3,0,3,0.0,0.0,0.0,0,0,91,97,"93,8",2,78,1,0,0,2024-07-06
Crew,Philip Quinton,26,USA,RB,24-233,45,0,0,0,0,0,0,0,0,64,0,0,1,0.0,0.0,0.0,0,0,53,59,"89,8",0,40,0,0,0,2024-07-06
RSL,Philip Quinton,26,USA,RB,24-233,45,0,0,0,0,0,0,0,0,64,0,0,1,0.0,0.0,0.0,0,0,53,59,"89,8",0,40,0,0,0,2024-07-06
RSL,Andrew Brody,2,USA,RB,29-064,45,0,0,0,0,0,0,0,0,49,0,1,0,0.0,0.0,0.0,1,0,42,46,"91,3",3,24,2,0,0,2024-07-06
RSL,Gavin Beavers,35,USA,GK,19-068,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,34,40,"85,0",0,26,0,0,0,2024-07-06
Atlanta Utd,Daniel Armando Ríos,19,MEX,FW,29-135,90,1,1,0,0,5,1,0,0,36,0,0,0,0.8,0.8,0.1,2,1,18,26,"69,2",1,24,2,1,1,2024-07-06
Atlanta Utd,Xande Silva,16,POR,AM,27-112,59,0,0,0,0,0,0,0,0,26,1,1,1,0.0,0.0,0.0,0,0,13,16,"81,3",1,15,0,2,0,2024-07-06
Atlanta Utd,Tyler Wolff,28,USA,AM,21-144,31,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,1,0,6,7,"85,7",1,6,0,0,0,2024-07-06
Atlanta Utd,Saba Lobzhanidze,9,GEO,AM,29-201,68,1,0,0,0,1,1,0,0,24,1,0,0,0.1,0.1,0.2,1,0,10,17,"58,8",2,15,2,2,2,2024-07-06
Atlanta Utd,Ajani Fortune,35,TRI,AM,21-189,22,0,0,0,0,1,0,1,0,13,0,1,0,0.0,0.0,0.0,0,0,9,11,"81,8",1,12,0,0,0,2024-07-06
Atlanta Utd,Dax McCarty,13,USA,CM,37-067,59,0,0,0,0,1,0,0,0,43,3,1,2,0.0,0.0,0.2,2,0,23,34,"67,6",1,25,0,0,0,2024-07-06
Atlanta Utd,Tristan Muyumba,8,,CM,27-121,31,0,0,0,0,1,0,0,0,23,1,0,0,0.0,0.0,0.0,4,1,19,21,"90,5",4,16,0,0,0,2024-07-06
Atlanta Utd,Bartosz Slisz,6,POL,CM,25-099,89,0,0,0,0,1,1,0,0,46,1,1,0,0.0,0.0,0.0,5,1,34,43,"79,1",5,29,0,1,1,2024-07-06
Atlanta Utd,Luke Brennan,25,USA,CM,19-133,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,1,0,1,1,2024-07-06
Atlanta Utd,Caleb Wiley,26,USA,WB,19-197,90,0,0,0,0,2,1,0,0,54,2,1,0,0.1,0.1,0.0,1,0,29,40,"72,5",5,31,4,2,0,2024-07-06
Atlanta Utd,Brooks Lennon,11,USA,WB,26-288,90,0,1,0,0,0,0,0,0,54,1,1,1,0.0,0.0,0.4,2,1,36,49,"73,5",2,32,2,2,0,2024-07-06
Atlanta Utd,Noah Cobb,24,USA,CB,18-352,90,0,0,0,0,0,0,0,0,48,2,2,0,0.0,0.0,0.0,1,0,35,42,"83,3",3,36,0,0,0,2024-07-06
Atlanta Utd,Derrick Williams,3,IRL,CB,31-171,90,0,0,0,0,0,0,1,0,47,4,1,1,0.0,0.0,0.0,0,0,33,39,"84,6",2,27,1,0,0,2024-07-06
Atlanta Utd,Ronald Hernández,2,VEN,CB,26-289,88,0,0,0,0,1,0,0,0,41,1,2,0,0.1,0.1,0.0,0,0,30,35,"85,7",1,26,0,0,0,2024-07-06
Atlanta Utd,Matthew Edwards,47,USA,CB,21-140,2,0,0,0,0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,1,0,0,0,2024-07-06
Atlanta Utd,Brad Guzan,1,USA,GK,39-301,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,25,34,"73,5",0,23,0,0,0,2024-07-06
Austin,Gyasi Zardes,9,USA,FW,32-308,90,2,0,0,0,3,2,0,0,31,0,1,0,0.4,0.4,0.0,1,0,19,22,"86,4",2,12,1,1,0,2024-07-06
Austin,Jáder Obrian,11,COL,LW,29-049,67,0,1,0,0,2,1,0,0,34,2,0,4,0.5,0.5,0.3,4,1,15,20,"75,0",2,14,1,0,0,2024-07-06
Austin,Ethan Finlay,13,USA,"RW,RM,LW",33-335,23,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,8,"75,0",0,5,0,0,0,2024-07-06
Austin,Owen Wolff,33,USA,"RW,DM,CM",19-189,90,0,1,0,0,1,0,0,0,45,0,0,0,0.1,0.1,0.0,3,2,32,36,"88,9",4,27,0,4,2,2024-07-06
Austin,Sebastián Driussi,10,ARG,"AM,CM",28-148,90,0,0,0,0,2,1,0,0,52,1,0,0,0.1,0.1,0.1,2,0,39,46,"84,8",5,29,1,1,0,2024-07-06
Austin,Jhojan Valencia,5,COL,DM,27-345,67,0,0,0,0,0,0,0,0,39,1,1,0,0.0,0.0,0.0,1,0,33,36,"91,7",2,17,0,0,0,2024-07-06
Austin,Hector Jiménez,16,USA,"RB,DM",35-246,23,0,0,0,0,0,0,0,0,17,1,3,3,0.0,0.0,0.0,0,0,10,12,"83,3",2,6,1,0,0,2024-07-06
Austin,Alexander Ring,8,FIN,DM,33-088,88,0,0,0,0,1,0,0,0,58,1,0,1,0.0,0.0,0.0,2,1,38,49,"77,6",3,24,1,1,0,2024-07-06
Austin,Matt Hedges,2,USA,"DM,CB",34-096,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-07-06
Austin,Guilherme Biro,29,BRA,LB,24-066,83,0,0,0,0,0,0,0,0,52,2,0,1,0.0,0.0,0.0,0,0,39,46,"84,8",2,17,1,1,0,2024-07-06
Austin,CJ Fodrey,19,USA,"LW,LM,LB",20-147,7,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,2,4,"50,0",1,1,0,1,0,2024-07-06
Austin,Leo Väisänen,15,FIN,CB,26-349,67,0,0,0,0,0,0,0,0,50,1,2,1,0.0,0.0,0.0,0,0,41,43,"95,3",4,24,0,0,0,2024-07-06
Austin,Julio Cascante,18,CRC,CB,30-277,23,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,7,9,"77,8",0,5,0,0,0,2024-07-06
Austin,Brendan Hines-Ike,4,USA,CB,29-219,90,0,0,0,0,0,0,0,0,69,3,0,0,0.0,0.0,0.0,0,0,54,58,"93,1",5,39,1,2,0,2024-07-06
Austin,Jon Gallagher,17,IRL,"RB,LW,LB",28-134,90,0,0,0,0,0,0,1,0,52,4,0,1,0.0,0.0,0.1,2,0,29,45,"64,4",3,22,4,1,0,2024-07-06
Austin,Brad Stuver,1,USA,GK,33-081,90,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.0,0,0,45,51,"88,2",0,24,0,0,0,2024-07-06
NYCFC,Alonso Martínez,16,CRC,FW,25-265,76,0,0,0,0,3,1,0,0,26,1,2,0,0.3,0.3,0.0,2,0,10,12,"83,3",0,16,2,1,0,2024-07-06
NYCFC,Monsef Bakrar,9,ALG,FW,23-175,14,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-07-06
NYCFC,Santiago Rodríguez,10,URU,LW,24-180,90,0,0,0,0,0,0,0,0,72,2,0,0,0.0,0.0,0.3,7,0,40,57,"70,2",6,45,2,10,8,2024-07-06
NYCFC,Hannes Wolf,17,AUT,RW,25-081,76,0,0,0,0,1,1,0,0,42,2,0,1,0.1,0.1,0.3,4,1,28,32,"87,5",3,25,3,2,1,2024-07-06
NYCFC,Agustin Ojeda,26,ARG,RW,20-017,14,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.2,2,0,5,6,"83,3",1,4,0,0,0,2024-07-06
NYCFC,Andrés Perea,8,USA,LM,23-235,90,1,0,0,0,3,1,0,0,43,3,1,1,0.5,0.5,0.0,0,0,30,32,"93,8",4,24,1,2,0,2024-07-06
NYCFC,James Sands,6,USA,CM,24-000,90,0,0,0,0,1,0,0,0,72,1,1,3,0.0,0.0,0.1,1,0,57,63,"90,5",7,31,3,1,1,2024-07-06
NYCFC,Keaton Parks,55,USA,RM,26-335,83,0,0,0,0,2,0,0,0,57,1,0,1,0.4,0.4,0.5,3,0,42,50,"84,0",10,31,2,1,1,2024-07-06
NYCFC,Jovan Mijatović,7,SRB,RM,18-361,7,0,0,0,0,1,0,0,0,5,0,0,0,0.2,0.2,0.0,1,0,1,2,"50,0",0,4,0,0,0,2024-07-06
NYCFC,Kevin O'Toole,22,USA,LB,25-205,45,0,0,0,0,0,0,0,0,38,0,0,1,0.0,0.0,0.0,0,0,35,35,"100,0",4,25,1,0,0,2024-07-06
NYCFC,Justin Haak,80,USA,LB,22-298,45,0,0,0,0,2,1,0,0,36,0,0,1,0.5,0.5,0.0,1,0,27,34,"79,4",3,26,0,1,1,2024-07-06
NYCFC,Strahinja Tanasijević,12,SRB,CB,27-024,90,0,0,0,0,0,0,0,0,81,0,1,1,0.0,0.0,0.3,1,0,74,77,"96,1",6,62,0,0,0,2024-07-06
NYCFC,Thiago Martins,13,BRA,CB,29-111,90,0,0,0,0,0,0,0,0,77,0,0,1,0.0,0.0,0.0,0,0,69,75,"92,0",3,54,1,0,0,2024-07-06
NYCFC,Tayvon Gray,24,JAM,RB,21-322,12,0,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.3,1,1,5,5,"100,0",1,5,0,0,0,2024-07-06
NYCFC,Mitja Ilenič,35,SVN,RB,19-193,78,0,0,0,0,1,0,0,0,60,2,1,2,0.3,0.3,0.1,5,0,42,53,"79,2",5,34,2,2,1,2024-07-06
NYCFC,Matt Freese,49,USA,GK,25-308,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,38,44,"86,4",0,30,0,0,0,2024-07-06
SJ Earthquakes,Jeremy Ebobisse,11,USA,FW,27-144,87,0,0,0,0,2,1,0,0,31,1,0,3,0.2,0.2,0.0,1,0,14,20,"70,0",1,11,0,1,0,2024-07-07
SJ Earthquakes,Amahl Pellegrino,9,NOR,FW,34-019,3,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-07-07
SJ Earthquakes,Hernán López Muñoz,23,ARG,LM,23-304,81,1,0,0,0,3,1,1,0,37,1,1,1,0.4,0.4,0.4,4,0,12,18,"66,7",3,24,2,8,4,2024-07-07
SJ Earthquakes,Jack Skahan,16,USA,"CM,LM",26-151,9,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,"0,0",0,1,0,0,0,2024-07-07
SJ Earthquakes,Carlos Gruezo,7,ECU,"CM,LM",29-079,90,0,0,0,0,2,0,0,0,30,2,3,0,0.1,0.1,0.0,1,0,19,23,"82,6",1,15,0,0,0,2024-07-07
SJ Earthquakes,Jackson Yueill,14,USA,CM,27-110,81,0,0,0,0,1,1,0,0,50,1,0,0,0.0,0.0,0.0,2,0,37,45,"82,2",5,33,2,0,0,2024-07-07
SJ Earthquakes,Alfredo Morales,6,USA,CM,34-056,9,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,2,3,"66,7",0,0,0,0,0,2024-07-07
SJ Earthquakes,Cristian Espinoza,10,ARG,RM,29-095,80,0,1,0,0,0,0,0,0,59,0,0,1,0.0,0.0,0.5,8,2,33,52,"63,5",2,36,5,7,3,2024-07-07
SJ Earthquakes,Preston Judd,19,USA,RM,25-040,10,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,2,"0,0",0,2,0,1,0,2024-07-07
SJ Earthquakes,Vitor Costa,94,BRA,LB,30-006,84,0,0,0,0,1,0,0,0,45,3,1,0,0.0,0.0,0.0,0,0,22,33,"66,7",0,21,2,1,1,2024-07-07
SJ Earthquakes,Tommy Thompson,22,USA,RB,28-327,6,0,0,0,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-07-07
SJ Earthquakes,Tanner Beason,15,USA,CB,27-106,90,0,0,0,0,0,0,0,0,44,0,0,1,0.0,0.0,0.0,0,0,26,36,"72,2",2,25,0,0,0,2024-07-07
SJ Earthquakes,Rodrigues,26,BRA,CB,26-271,90,0,0,0,0,1,0,0,0,40,0,0,1,0.1,0.1,0.0,1,0,28,33,"84,8",0,27,0,1,1,2024-07-07
SJ Earthquakes,Daniel Munie,24,USA,CB,24-148,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,1,0,35,44,"79,5",4,31,0,0,0,2024-07-07
SJ Earthquakes,Benjamin Kikanovic,28,USA,"RB,LB",24-183,90,0,0,0,0,2,0,0,0,69,1,0,3,0.4,0.4,0.1,2,0,42,56,"75,0",3,41,0,2,0,2024-07-07
SJ Earthquakes,William Yarbrough,25,USA,GK,35-109,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,14,27,"51,9",0,12,0,1,0,2024-07-07
Fire,Maren Haile-Selassie,7,SUI,"FW,WB",25-116,90,0,0,0,0,3,0,0,0,50,0,0,2,0.3,0.3,0.1,2,0,30,37,"81,1",3,31,2,1,0,2024-07-07
Fire,Hugo Cuypers,9,BEL,FW,27-151,90,0,0,0,0,3,1,0,0,31,3,0,0,0.2,0.2,0.5,2,0,14,24,"58,3",2,13,1,1,1,2024-07-07
Fire,Brian Gutiérrez,17,USA,CM,21-020,90,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.1,4,0,30,42,"71,4",4,30,0,3,3,2024-07-07
Fire,Gastón Giménez,30,PAR,CM,32-346,62,0,0,0,0,0,0,0,0,40,0,1,1,0.0,0.0,0.1,2,0,26,34,"76,5",4,24,0,1,1,2024-07-07
Fire,Fabian Herbers,21,GER,CM,30-325,28,0,0,0,0,1,0,1,0,32,1,0,0,0.1,0.1,0.0,1,0,29,29,"100,0",6,24,2,0,0,2024-07-07
Fire,Kellyn Acosta,23,USA,CM,28-349,87,0,0,0,0,0,0,1,0,55,2,0,0,0.0,0.0,0.0,2,0,43,51,"84,3",7,30,0,0,0,2024-07-07
Fire,Georgios Koutsias,19,GRE,CM,20-150,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",0,4,0,0,0,2024-07-07
Fire,Allan Arigoni,27,SUI,WB,25-246,90,0,0,0,0,0,0,0,0,47,1,1,1,0.0,0.0,0.0,0,0,20,36,"55,6",1,14,1,1,0,2024-07-07
Fire,Chris Mueller,8,USA,WB,27-313,62,0,0,0,0,0,0,0,0,31,2,1,0,0.0,0.0,0.1,2,0,14,22,"63,6",1,19,3,3,2,2024-07-07
Fire,Tom Barlow,12,USA,FW,28-365,28,0,0,0,0,2,0,0,0,13,0,0,0,0.5,0.5,0.1,2,0,6,11,"54,5",1,9,2,0,0,2024-07-07
Fire,Rafael Czichos,5,GER,CB,34-054,90,0,0,0,0,1,0,1,0,64,3,2,2,0.0,0.0,0.3,2,0,43,48,"89,6",5,28,1,2,2,2024-07-07
Fire,Wyatt Omsberg,16,USA,CB,28-290,90,0,0,0,0,1,0,0,0,74,1,1,0,0.0,0.0,0.0,1,0,52,61,"85,2",2,39,0,0,0,2024-07-07
Fire,Arnaud Souquet,2,FRA,CB,32-146,90,0,0,0,0,0,0,0,0,77,1,2,1,0.0,0.0,0.0,1,0,46,60,"76,7",9,46,4,3,1,2024-07-07
Fire,Christopher Brady,34,USA,GK,20-126,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,22,28,"78,6",0,15,0,0,0,2024-07-07
Sporting KC,William Agada,23,NGA,FW,24-294,90,2,0,0,0,6,5,0,0,41,0,2,0,1.6,1.6,0.0,5,1,20,27,"74,1",2,27,1,0,0,2024-07-07
Sporting KC,Dániel Sallói,10,HUN,LW,27-354,58,0,0,0,0,2,0,0,0,31,2,0,0,0.1,0.1,0.1,2,0,20,24,"83,3",3,24,1,3,1,2024-07-07
Sporting KC,Stephen Afrifa,30,CAN,LW,23-139,32,0,0,0,0,1,0,0,0,16,1,0,2,0.1,0.1,0.0,0,0,4,10,"40,0",0,9,1,1,0,2024-07-07
Sporting KC,Alenis Vargas,20,HON,RW,20-216,69,0,1,0,0,3,0,0,0,23,0,0,1,0.1,0.1,1.0,3,1,11,14,"78,6",1,20,5,4,0,2024-07-07
Sporting KC,Johnny Russell,7,SCO,RW,34-090,21,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.1,1,0,5,9,"55,6",1,6,2,2,1,2024-07-07
Sporting KC,Alan Pulido,9,MEX,AM,33-121,58,0,0,0,0,1,0,0,0,28,0,0,0,0.1,0.1,0.0,2,0,21,25,"84,0",1,27,1,0,0,2024-07-07
Sporting KC,Erik Thommy,26,GER,AM,29-322,32,0,0,0,0,1,0,0,0,14,0,0,0,0.0,0.0,0.1,2,0,10,12,"83,3",2,10,2,0,0,2024-07-07
Sporting KC,Memo Rodriguez,8,USA,DM,28-193,90,1,1,0,0,1,1,0,0,84,7,0,0,0.1,0.1,0.3,8,2,64,74,"86,5",7,57,0,0,0,2024-07-07
Sporting KC,Jake Davis,17,USA,DM,22-186,90,0,0,0,0,1,0,0,0,64,6,1,3,0.0,0.0,0.1,1,0,41,48,"85,4",2,38,1,0,0,2024-07-07
Sporting KC,Tim Leibold,14,GER,LB,30-220,58,0,0,0,0,0,0,0,0,58,0,0,0,0.0,0.0,0.1,3,1,47,56,"83,9",5,43,2,0,0,2024-07-07
Sporting KC,Zorhan Bassong,22,CAN,LB,25-061,31,0,0,0,0,0,0,1,1,19,0,1,0,0.0,0.0,0.3,2,0,12,15,"80,0",3,10,0,0,0,2024-07-07
Sporting KC,Andreu Fontàs,3,ESP,CB,34-236,90,0,0,0,0,0,0,0,0,86,2,2,0,0.0,0.0,0.0,2,0,71,79,"89,9",4,69,0,1,1,2024-07-07
Sporting KC,Robert Castellanos,19,USA,CB,26-057,90,0,0,0,0,0,0,1,0,58,0,0,1,0.0,0.0,0.0,0,0,48,51,"94,1",3,41,0,0,0,2024-07-07
Sporting KC,Kayden Pierre,24,USA,RB,21-142,64,0,0,0,0,1,0,0,0,45,1,2,0,0.1,0.1,0.0,1,0,36,41,"87,8",4,30,1,0,0,2024-07-07
Sporting KC,Khiry Shelton,11,USA,RB,31-011,26,0,0,0,0,1,0,0,0,11,0,1,1,0.0,0.0,0.0,2,0,5,7,"71,4",1,5,0,0,0,2024-07-07
Sporting KC,Tim Melia,29,USA,GK,38-053,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,20,31,"64,5",0,17,0,0,0,2024-07-07
FC Dallas,Bernard Kamungo,77,USA,"FW,WB",22-188,90,0,0,0,0,3,1,0,0,40,1,0,0,0.6,0.6,0.0,3,0,18,23,"78,3",2,26,5,5,3,2024-07-07
FC Dallas,Logan Farrington,23,USA,FW,22-206,90,0,1,0,0,3,0,0,0,34,1,1,2,0.2,0.2,1.5,8,1,16,23,"69,6",3,24,2,0,0,2024-07-07
FC Dallas,Tsiki Ntsabeleng,16,RSA,AM,26-149,55,0,0,0,0,0,0,0,0,32,1,1,1,0.0,0.0,0.0,1,0,19,26,"73,1",2,23,2,2,1,2024-07-07
FC Dallas,Paul Arriola,7,USA,AM,29-153,35,0,0,0,0,2,1,1,0,17,1,0,0,0.1,0.1,0.0,2,1,8,11,"72,7",2,12,1,1,1,2024-07-07
FC Dallas,Nolan Norris,32,USA,CM,19-141,56,0,0,0,0,0,0,0,0,40,3,0,0,0.0,0.0,0.0,1,0,25,30,"83,3",2,21,0,0,0,2024-07-07
FC Dallas,Asier Illarramendi,14,ESP,CM,34-121,34,0,0,0,0,1,0,0,0,31,1,0,1,0.0,0.0,0.0,1,0,22,27,"81,5",2,19,0,0,0,2024-07-07
FC Dallas,Tomas Pondeca,35,USA,CM,22-271,45,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,0,0,10,12,"83,3",2,13,1,0,0,2024-07-07
FC Dallas,Sebastian Lletget,8,USA,CM,31-308,45,0,0,0,0,0,0,0,0,46,2,0,1,0.0,0.0,0.0,1,0,35,40,"87,5",4,29,0,1,0,2024-07-07
